Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
6e342714744bf1b213ac0767d6c3998d,k__Bacteria,p__[Thermi],c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera,s__
14374c3f2fe75bb158b439ebe4a4ee87,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__Caldilinea,s__
30d793622ebd90e7687dd3827701d46e,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__
fe72a66c85df0ab333e3a37d0332df67,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,g__,s__
bc15061b61cf6b5002c58284591f97d4,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__,s__
dbae1b46b67ad6769ea63d33ed3d44bf,k__Bacteria,p__Firmicutes,c__Bacilli,o__Turicibacterales,f__Turicibacteraceae,g__Turicibacter,s__
99acae6a2b24652d92a1ee4cbf8faca5,k__Bacteria
d0dee8a51da30ed74bcadcd7d8e43537,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__,g__,s__
8bcec52021ee6467bf008848d55b7a9f,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Luteolibacter,s__
32a4d183139d99ace97a18b276d7c169,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Helcococcus,s__
524f22cecc9957e9bf629b5fb0047adc,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Adhaeribacter,s__
2fe6a7331192dc6bf073d906fba93929,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales
be5ed9c02284fa6aa31037f0e2d93470,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae
8f146ce7c43f38ad3673dabe93c7c5bb,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__
8dc69d65ac9e71a130bc6dbeb71d2f03,k__Bacteria,p__Proteobacteria
d30a7f0a26bd40402be57831cfa4da69,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfomicrobiaceae,g__Desulfomicrobium,s__orale
26583b57be9de00bee14d30f2dc986d8,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__Trebouxiophyceae,g__Chloroidium,s__saccharophilum
254482075b19ff911db5e5cb26817498,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__
21b849f15da11a7cc5122773552e0fef,k__Bacteria,p__Chloroflexi,c__Ellin6529,o__,f__,g__,s__
f59aa47df669ef50955ce1a0512d3abf,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__
c89812744d8755bef87bedf499bd19cf,k__Bacteria
f8fee8796e3188a996dfeca9e93f47e1,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__
a3a69f621716f9345def32e2b5e7b011,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Shuttleworthia,s__satelles
5af6e343611d715985e35e7a3e5671cb,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__,s__
317c0beca40f29f3aff863b8f028fd48,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Gallicola,s__
85943cff5ec22653bc51c22adeabe685,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Acanthamoeba,s__palestinensis
2c47de0940a8213b1ba751a7cd0b649b,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__AF12,s__
14b20f972cfa94f77bc33eccc5ffca4c,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__
9cd758ad7582755a7f52f2b003787795,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__
5d4a0085030ee808369a8f29be41e0d2,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Epulopiscium,s__
c88977d348c943b60eea8f1571e9a7ee,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__
81e706ae981fcbfceea2ac547fdd7f26,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__,s__
35bfc371d940cffdc527b7b4dc954456,k__Bacteria
4a146c717d33b2f2719e648bd7d22059,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,s__
541947958ad35c1591eb3ef433141196,k__Bacteria,p__Bacteroidetes,c__[Rhodothermi],o__[Rhodothermales],f__Rhodothermaceae,g__Rubricoccus,s__
a95851baf426c85eae4419617db902a7,Unassigned
34f493c9b3b75210406fecac2dba0f22,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,g__,s__
514a4ebb290842347e3f7ac7cbba276e,k__Bacteria
cfce45c3a7af608093fd99677d635891,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__,s__
ef571c059fe495366b01e977f7494fbc,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
c73d4cf2ab0b699fb47d44488b82fd40,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__,g__,s__
f79e815e1e628908e4ab605022b0ac09,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__,s__
23b560e97aacfd0422ed3f8a1104e7d7,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__
eed50a4877de2fd21b146b4f0c7327ac,k__Bacteria,p__Chloroflexi,c__Ellin6529,o__,f__,g__,s__
6d7d9658988c6e2b5e45ea087f1b9155,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__Mogibacterium,s__
502b6544978890cda2ece2d14bfdba01,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales
ca08eabd09756731f095632656d45b01,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria
694caec8dad781d338acf4a5b69c3058,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__,s__
14e1a93cf2379225b1fd6ed0f186bacb,k__Bacteria,p__FBP,c__,o__,f__,g__,s__
6488fe0aaa024ba9c06647578b5a6caf,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
5ce3a51e54f30fa53b1e56dc64d11340,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
4d987a66ee0e67b68c5c4428097eb22e,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Tatlockia,s__
c3fd5b1d03591477953d49f0f19600c4,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfomicrobiaceae,g__,s__
08bd73939f7bfd85daf2eaee7e9c9bf8,k__Bacteria
93a769a6b67e5f358eb9ad0e03c53ec3,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__,s__
654f282fc504b4dc9af5b8e66a4d1a87,k__Bacteria,p__GN02,c__BD1-5,o__,f__,g__,s__
895453b352ae060e0ec5f7721547a3d1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales
b29143b255f4b97da62310d85fe9b7f3,k__Bacteria,p__Firmicutes,c__Clostridia,o__OPB54,f__,g__,s__
95dff3e66b8bdf4d8e509ceae4373c69,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__
da3328e15aae60ea55a8765511d0327e,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__,g__,s__
ebcbd71a778e6a1a776d2d50d0801fed,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales
c80037fe31359840bb73250f330b60e3,k__Bacteria
bd759efe26a5b4b869d3fa5e4693080d,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
723858f72b4469efb79c323f75bc181f,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,s__
8021f872c32700d46738f3591cb4c58a,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales
47c7eb4df73a5d553cd2f7a360ff5872,k__Bacteria
ad492bcae03f566b36a19e31f04d659a,k__Bacteria
eb8ef4756ed538fe480d979e740a04d8,k__Bacteria
5db2cf37007f874e25eb2c901917e15a,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__
fa3729663b98de0c0af7913e9f30c19e,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__,g__,s__
504572e3afd673db749ee5e8e3e57b97,k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae
a6b6f29a1196cacfc392e3d71f55e2a2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__Peredibacter,s__starrii
0e5df3d01cc073e3c9674c2534169f03,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Acidaminobacteraceae],g__Fusibacter,s__
06845c67bc4203081a981200f33e87eb,k__Bacteria,p__Proteobacteria,c__TA18,o__PHOS-HD29,f__,g__,s__
98d250a339a635f20e26397dafc6ced3,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales
1830c14ead81ad012f1db0e12f8ab6a4,k__Bacteria,p__TM7,c__TM7-3,o__,f__,g__,s__
